title,place_id,rating,reviews,price,type,ZonaSP,address,latitude,longitude,open_state,description,thumbnail,sunday,monday,tuesday,wednesday,thursday,friday,saturday,inicio,fim,aberto_dia_util(%),aberto_final_de_semana(%),madrugada,manha,tarde,noite,inicio_periodo,fim_periodo,dine_in,takeout,delivery,drive_through,Cluster
Spot,ChIJS9JQb8xZzpQRlLHlndo7ghQ,4.5,4266.0,2,restaurant,Centro,"Alameda Min. Rocha Azevedo, 72 - Bela Vista, São Paulo - SP, 01410-000, Brazil",-23.5589244,-46.6571969,Open ⋅ Closes 12 AM,"A modern, cosmopolitan restaurant. This innovative spot creates innovative pairings like grains & ginger with steaks & pastas.",https://lh5.googleusercontent.com/p/AF1QipN8LTWgnf5mXJogUlDwBP2H1_n-fKPNTIIDafLN=w137-h92-k-no,1,1,1,1,1,1,1,12.0,15.0,100.0,100.0,0.0,0.0,43.0,0.0,tarde,tarde,1,1,0,0,8.0
Restaurante-Escola Câmara,ChIJl4fBslJYzpQRhhgqUHnT7BM,4.6,31.0,5,restaurant,Centro,"R. Santo Antônio, 203 - Bela Vista, São Paulo - SP, 01313-000, Brazil",-23.5502056,-46.6410055,Closed ⋅ Opens 12 PM Mon,,https://lh5.googleusercontent.com/p/AF1QipPQT5fulcoHdfBQtehtA_UTbwMiRpeVM5YpgiXs=w122-h92-k-no,0,1,1,1,1,1,0,12.0,15.0,100.0,33.3,0.0,0.0,43.0,0.0,tarde,tarde,1,0,0,0,9.0
Balaio IMS,ChIJWYzAbC1YzpQRjwKI9jjyL1w,4.6,1891.0,2,restaurant,Centro,"Av. Paulista, 2424 - Bela Vista, São Paulo - SP, 01310-300, Brazil",-23.5559931,-46.6619501,Open ⋅ Closes 10 PM,"Modern cuisine in a low-key eatery. Understated restaurant offering modern dishes & cocktails, plus happy-hour specials.",https://lh5.googleusercontent.com/p/AF1QipOZ8BlBeFVIjyw5AeisAB_DhtKexQnWyupWI6Vk=w122-h92-k-no,1,0,1,1,1,1,1,12.0,16.0,75.0,100.0,0.0,0.0,58.0,0.0,tarde,tarde,1,1,0,0,10.0
Restaurante Japa's,ChIJpbQbt6RZzpQRTbWncWiMPdU,4.3,899.0,1,bakery,Centro,"R. Maestro Cardim, 332 - Bela Vista, São Paulo - SP, 01323-000, Brazil",-23.5638247,-46.6412043,Open ⋅ Closes 11 PM,,https://lh5.googleusercontent.com/p/AF1QipOS8VOR6Af5gTO5soWBGPvZDy3V0BOw1hUJkh-N=w163-h92-k-no,1,1,1,1,1,1,1,6.0,23.0,100.0,100.0,0.0,100.0,100.0,68.0,manha,noite,1,1,0,0,0.0
A Baianeira - MASP,ChIJuWGbaF5ZzpQRk8vjbw7ZHDc,4.7,804.0,5,brazilian restaurant,Centro,"Av. Paulista, 1578 - Bela Vista, São Paulo - SP, 01310-200, Brazil",-23.561278,-46.6556776,Closed ⋅ Opens 11:30 AM Sun,,https://lh5.googleusercontent.com/p/AF1QipOn35GbDi2Nuz34O9bEpdyZF_BFiyunNIJ-XEed=w92-h92-k-no,1,0,1,1,1,1,1,11.5,15.0,75.0,100.0,0.0,7.0,43.0,0.0,manha,tarde,1,0,0,0,12.0
Restaurante Sentaai,ChIJ3yDffK5ZzpQRWmBHCxIzXuA,4.6,30.0,5,buffet restaurant,Centro,"Av. Brigadeiro Luís Antônio, 562 - Bela Vista, São Paulo - SP, 01318-000, Brazil",-23.5551512,-46.6393666,Closed ⋅ Opens 6 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipP5pNv3KezXQj8m3hrwEYrKXAm8FuznlE8i69U=w126-h92-k-no,0,1,1,1,1,1,1,6.0,17.0,100.0,66.7,0.0,100.0,72.0,0.0,manha,tarde,1,1,0,0,9.0
Restaurante Salinas,ChIJH_2E_bRZzpQR3t0r2VbU_sI,4.6,917.0,1,brazilian restaurant,Centro,"Av. Nove de Julho, 1335 - Bela Vista, São Paulo - SP, 01313-000, Brazil",-23.5551328,-46.6487753,Open ⋅ Closes 1 AM,,https://lh5.googleusercontent.com/p/AF1QipMfCQ6veRP0PxJEfQEHb6FZiu-HpVWlRcppJkXz=w122-h92-k-no,1,1,1,1,1,1,1,11.5,1.0,100.0,100.0,0.0,7.0,100.0,85.0,manha,madrugada,1,1,0,0,15.0
Almanara,ChIJ15trVEhZzpQR23QTnq6f8nw,4.5,182.0,2,restaurant,Centro,"R. Treze de Maio, 1947 - Bela Vista, São Paulo - SP, 01327-900, Brazil",-23.5707613,-46.6432203,Open ⋅ Closes 10 PM,,https://lh5.googleusercontent.com/p/AF1QipOMuAzOWNL16EscMPPTFT2CMXyNru8UjkOqM9OA=w157-h92-k-no,1,1,1,1,1,1,1,11.0,22.0,100.0,100.0,0.0,15.0,100.0,51.0,manha,noite,1,0,0,0,1.0
Frutaria são paulo,ChIJK-eJG3JZzpQRdD5tyZ_rycg,3.7,61.0,5,restaurant,Centro,"R. Treze de Maio, 3230-3398 - Bela Vista, São Paulo - SP, 01327-020, Brazil",-23.5706788,-46.6436523,Open ⋅ Closes 10 PM,,https://lh5.googleusercontent.com/p/AF1QipN208Sqw2xy7xTLCfiG7ccgqHwbQ_UgUV8I6hCE=w80-h106-k-no,1,1,1,1,1,1,1,10.0,22.0,100.0,100.0,0.0,32.0,100.0,51.0,manha,noite,1,1,0,0,9.0
"Basilicata - Pão, Empório e Restaurante",ChIJB2ssy7ZZzpQRA0VxRFuH9A0,4.6,3706.0,5,bakery,Centro,"R. Treze de Maio, 596 - Bela Vista, São Paulo - SP, 01327-000, Brazil",-23.55847,-46.6465429,Open ⋅ Closes 10:30 PM,"A gourmet Italian bakery est. 1914. Italian artisanal breads, fresh pasta & wine served at this over 100-year-old bakery.",https://lh5.googleusercontent.com/p/AF1QipNfa99H13sACbUPFU-k2PlUTeVYc6J1ehOcKjhb=w137-h92-k-no,1,1,1,1,1,1,1,8.0,22.5,100.0,100.0,0.0,66.0,100.0,59.0,manha,noite,1,1,0,0,14.0
Restaurante Finas Ervas (Hotel Mercure São Paulo Paulista),ChIJkUqZ47hZzpQRszu5LcSwgxA,4.3,24.0,5,restaurant,Centro,"R. São Carlos do Pinhal, 87 - Bela Vista, São Paulo - SP, 01333-001, Brazil",-23.5661016,-46.6492467,Closed ⋅ Opens 12 PM Mon,,https://lh5.googleusercontent.com/p/AF1QipPo4X1X5B4bbSbKLIxhjPIiLXRLnjHPLe2YI4Ik=w137-h92-k-no,0,1,1,1,1,1,1,12.0,15.0,100.0,66.7,0.0,0.0,43.0,0.0,tarde,tarde,1,1,0,0,4.0
Amo comer em São Paulo,ChIJOesH9PZZzpQRoMwXaL1hLUc,3.7,3.0,5,restaurant,Oeste,"Av. Paulista, 1765 - Bairro Jardins, São Paulo - SP, 01311-000, Brazil",-23.563104,-46.6542609,,,https://lh5.googleusercontent.com/p/AF1QipO3WAAHvpjF6KIZg98kRBvXHKLSMXZ0pDKCZy8F=w189-h92-k-no,1,1,1,1,1,1,1,,,100.0,100.0,0.0,0.0,0.0,0.0,,,1,1,0,0,
Restaurante Lanchonete Opala,ChIJ4YvfcLRZzpQR7yWg_mtYB9A,4.4,2167.0,0,buffet restaurant,Centro,"R. Treze de Maio, 288 - Bela Vista, São Paulo - SP, 01327-000, Brazil",-23.555703,-46.6467947,Open ⋅ Closes 11 PM,"Unpretentious buffet with local cuisine. Down-to-earth restaurant offering an all-you-can-eat array of regional comfort food, including ribs.",https://lh5.googleusercontent.com/p/AF1QipN_f-PI3QbR5LyVML2bIQtU0nASSpKwVjhHKZcQ=w163-h92-k-no,1,1,1,1,1,1,1,6.0,23.0,100.0,100.0,0.0,100.0,100.0,68.0,manha,noite,1,1,0,0,0.0
Vita Natural,ChIJL8JL-sdZzpQRAWz9rnohJlY,4.5,941.0,0,health food restaurant,Centro,"Alameda Campinas, 244 - Jardim Paulista, São Paulo - SP, 01404-000, Brazil",-23.5640407,-46.6516916,Closed ⋅ Opens 11 AM Sun,,https://lh5.googleusercontent.com/p/AF1QipO9fcwprzKRxqO1yrdITEs8Hby3PIgPeS9j7XLH=w163-h92-k-no,1,1,1,1,1,1,1,11.0,15.0,100.0,100.0,0.0,15.0,43.0,0.0,manha,tarde,1,1,0,0,7.0
Restaurante Don Bei Brigadeiro,ChIJAQAEgrBZzpQRYw2yJcjD5_8,4.4,444.0,5,restaurant,Centro,"Av. Brigadeiro Luís Antônio, 1410 - Bela Vista, São Paulo - SP, 01318-001, Brazil",-23.5611368,-46.6442048,Closed ⋅ Opens 11 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipMShciD7Vc0cidgXtUx3GRKzopDiHAVHcb1gqWk=w122-h92-k-no,0,1,1,1,1,1,1,11.0,18.0,100.0,66.7,0.0,15.0,87.0,0.0,manha,tarde,1,1,0,0,3.0
Restaurante La Friulana,ChIJh1etle1ZzpQRUPYn7VAbuCc,4.7,10.0,5,restaurant,Centro,"R. Maria Paula, 98 - Bela Vista, São Paulo - SP, 01319-001, Brazil",-23.5520073,-46.6385838,,,https://lh5.googleusercontent.com/p/AF1QipMpKdu-IZhMyJJkO0nmhgvlb9HNCNBwhen1qOYG=w184-h92-k-no,1,1,1,1,1,1,1,,,100.0,100.0,0.0,0.0,0.0,0.0,,,1,1,1,0,
Moscatel Restaurante e Doceria,ChIJHykXLbFZzpQRH2-P6Ewsiw4,4.5,959.0,1,restaurant,Centro,"R. Treze de Maio, 655 - Bela Vista, São Paulo - SP, 01327-000, Brazil",-23.5589407,-46.6462093,Closed ⋅ Opens 9 AM Sun,,https://lh5.googleusercontent.com/p/AF1QipO2Eh82f1iy317SAU4jvflmTTWdVRtvE5z7RjLb=w80-h106-k-no,1,1,1,1,1,1,1,9.0,17.0,100.0,100.0,0.0,49.0,72.0,0.0,manha,tarde,1,1,0,0,8.0
Mamma Júlia,ChIJzxQfAbRZzpQRX3RRMiLBn1Y,4.4,516.0,5,restaurant,Centro,"R. Treze de Maio, 624 - Bela Vista, São Paulo - SP, 01327-000, Brazil",-23.5587369,-46.6466049,Open ⋅ Closes 10 PM,,https://lh5.googleusercontent.com/p/AF1QipM2en8ACzQPvDCFATFj9AAhtckYw6Zim43D3W3e=w80-h106-k-no,1,0,1,1,1,1,1,11.0,22.0,75.0,100.0,0.0,15.0,100.0,51.0,manha,noite,1,1,0,0,15.0
Gendai,ChIJtYH0e71ZzpQR5pP4W8dATfM,3.8,790.0,1,japanese restaurant,Centro,"R. Treze de Maio, 1947 - Bela Vista, São Paulo - SP, 01327-001, Brazil",-23.5707613,-46.6432203,Open ⋅ Closes 10 PM,"A chain of Japanese restaurants. This chain of Japanese fast-food restaurants serves delicacies, combos & à-la-carte dishes.",https://lh5.googleusercontent.com/p/AF1QipP94QmVWGI-1wozXBsHyP5sKlAF_yREONfBGA7E=w122-h92-k-no,1,1,1,1,1,1,1,10.0,22.0,100.0,100.0,0.0,32.0,100.0,51.0,manha,noite,1,1,0,0,6.0
Restaurante Aroma e Sabor (São Bento),ChIJfUemylVYzpQRE9-S84gPgWk,4.4,957.0,1,restaurant,Centro,"1, R. São Bento, 545 - Centro Histórico de São Paulo, São Paulo - SP, 01011-100, Brazil",-23.544557,-46.634561,Closed ⋅ Opens 11 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipMLJZSvQE-CIrE4QADaxpwNZf9TlCNWseB2CNfH=w163-h92-k-no,0,1,1,1,1,1,0,11.0,15.0,100.0,33.3,0.0,15.0,43.0,0.0,manha,tarde,1,1,0,0,6.0
Iza Brasil Bar e Restaurante,ChIJV_W0EiD3zpQRemYNOolq8CA,5.0,4.0,5,restaurant,Norte,"Rua Koshun Takara - Jardim Peri, São Paulo - SP, 02671-110, Brazil",-23.4635711,-46.6588933,Closed ⋅ Opens 8 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipODx_0MQ1GqYhBquOtPmnW7fkgcbdem_tp-Ovf8=w163-h92-k-no,0,1,1,1,1,1,1,8.0,15.0,100.0,66.7,0.0,66.0,43.0,0.0,manha,tarde,1,1,1,0,11.0
Cantinho da Jô,ChIJGxiNjmD3zpQRY5M9udOiuns,4.7,3.0,5,brazilian restaurant,Norte,"R. Vinte e Oito de Janeiro, 197 - Vila Bela Vista (Zona Norte), São Paulo - SP, 02617-090, Brazil",-23.4686287,-46.6578676,Closed ⋅ Opens 11 AM Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FKeXHtiIPCNXvfi26sRQAQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=189.45897&pitch=0&thumbfov=100,0,1,1,1,1,1,0,11.0,15.0,100.0,33.3,0.0,15.0,43.0,0.0,manha,tarde,1,1,1,0,1.0
Patty Pastel,ChIJfV51jpb3zpQRtYSjiuKXJZM,5.0,7.0,5,bar,Norte,"R. Maria de São José Cunha, 137 - Vila Bela Vista (Zona Norte), São Paulo - SP, 02617-050, Brazil",-23.4673513,-46.6578043,Open ⋅ Closes 12 AM,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cAOjUBT6UDlWvhPRC7LFDw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=320.1074&pitch=0&thumbfov=100,1,1,1,1,1,1,1,12.0,24.0,100.0,100.0,0.0,0.0,100.0,85.0,tarde,noite,1,1,0,0,0.0
Haru Pizzaria e Temakeria,ChIJOeCwI3L3zpQRtbSZMjOrOFk,3.8,23.0,5,pizza restaurant,Norte,"R. Vinte e Oito de Janeiro, 330 - Vila Bela Vista (Zona Norte), São Paulo - SP, 02617-090, Brazil",-23.4682302,-46.659012,Open ⋅ Closes 12:30 AM,,https://lh5.googleusercontent.com/p/AF1QipO0toEFXy0ypNC-pVw9QVhRl89CllYEhQq_4pH6=w163-h92-k-no,1,0,1,1,1,1,1,18.0,23.5,75.0,100.0,0.0,0.0,13.0,76.0,tarde,noite,1,1,0,0,13.0
Manu Deck Bar,ChIJ2fAmmhD3zpQRrS_pJJQgTnU,4.7,20.0,5,restaurant,Norte,"Av. Dr. Francisco Ranieri, 118 - Lauzane Paulista, São Paulo - SP, 02435-060, Brazil",-23.4827993,-46.6426543,Open ⋅ Closes 1 AM,,https://lh5.googleusercontent.com/p/AF1QipO9S_MxETZbz25CEw8d9fSdMnSUcd9z_aEbWpBm=w163-h92-k-no,1,0,1,1,1,1,1,15.0,1.0,75.0,100.0,0.0,0.0,57.0,85.0,tarde,madrugada,1,1,0,0,8.0
Do Vale Bar e Restaurante,ChIJ52kaZSf3zpQRmT7GE8VlEts,5.0,6.0,5,restaurant,Norte,"Av. Parada Pinto, 1173 - Vila Nova Cachoeirinha, São Paulo - SP, 02611-003, Brazil",-23.4695954,-46.6590796,Open ⋅ Closes 11 PM,,https://lh5.googleusercontent.com/p/AF1QipMYF0YWgVqFE-QdXG1kqq5jlO6RqsTu4V7CEwzS=w122-h92-k-no,0,1,1,1,1,1,1,7.0,23.0,100.0,66.7,0.0,83.0,100.0,68.0,manha,noite,1,1,0,0,2.0
Pizzaria bonassi,ChIJvcRvpG73zpQRBJNgM3ORdVI,4.6,48.0,5,pizza restaurant,Norte,"R. Gen. Augusto Imbassai, 272 - Vila Bela Vista (Zona Norte), São Paulo - SP, 02617-020, Brazil",-23.4660402,-46.6567203,Open ⋅ Closes 11:45 PM,,https://lh5.googleusercontent.com/p/AF1QipPaP4ZCwt-2d8HMIh28eP1D9o_PpEShY-_i1DRu=w122-h92-k-no,1,0,1,1,1,1,1,18.0,23.75,75.0,100.0,0.0,0.0,13.0,81.0,tarde,noite,1,1,0,0,13.0
Restaurante Japonês - YONO SUSHI,ChIJIUomZHb3zpQRoWw9KkQbayg,4.5,1928.0,1,japanese restaurant,Norte,"R. Lucas de Freitas de Azevedo, 119 - Vila Isolina Mazzei, São Paulo - SP, 02046-060, Brazil",-23.4937434,-46.6103457,Open ⋅ Closes 12 AM,"Sleek spot for all-you-can-eat sushi. Contemporary space with Japanese set meals & cocktails, plus unlimited sushi options.",https://lh5.googleusercontent.com/p/AF1QipMEfd20rx977tcPO2fOptYdpH1XvhDvP3Ay94if=w138-h92-k-no,1,1,1,1,1,1,1,12.0,24.0,100.0,100.0,0.0,0.0,100.0,85.0,tarde,noite,1,1,0,0,4.0
DECK CANTAREIRA - STEAKHOUSE,ChIJuRSuwvfxzpQRJLoCceiYuMk,4.6,1875.0,2,restaurant,Outro,"Av. Dr. Luis Felippe França Ramos, 3000 - Serra da Cantareira, Mairiporã - SP, 07600-000, Brazil",-23.4048483,-46.6385702,Open ⋅ Closes 11 PM,,https://lh5.googleusercontent.com/p/AF1QipMY3pDD9uubWK-fQ8RbohdmW5QxYnIWaK9ln35y=w122-h92-k-no,1,0,1,1,1,1,1,12.0,23.0,75.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,4.0
Bar de Vidro,ChIJtzKk6BL2zpQR9jvR4-x1weg,4.4,1166.0,1,restaurant,Norte,"Av. Álvaro Machado Pedrosa, 476 - Parada Inglesa, São Paulo - SP, 02245-000, Brazil",-23.4829193,-46.6057275,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipOv9lTWXBsmzaWenUtU5c67-kr0YtGHUKDMP5D4=w163-h92-k-no,0,1,1,1,1,1,1,11.0,24.0,100.0,66.7,0.0,15.0,100.0,85.0,manha,noite,1,1,0,0,1.0
Pizzaria Sabor Divino - Zona Norte - SP,ChIJW354Cyf3zpQRWbaDIKsrkmM,4.0,4.0,5,pizza restaurant,Norte,"R. Odassy Mazzali, 38 A - Vila Nova Cachoeirinha, São Paulo - SP, 02617-100, Brazil",-23.4694142,-46.6596024,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipO9zb5uEAttZ4vN8o5yQQq3tHsAlv1eAN6vZiLq=w80-h120-k-no,1,1,1,1,1,1,1,18.0,24.0,100.0,100.0,0.0,0.0,13.0,85.0,tarde,noite,1,1,0,0,15.0
Ciccarino Restaurante e Pizzaria,ChIJyezC1E_4zpQRbWiviUH3cY4,4.5,2980.0,1,italian restaurant,Oeste,"Largo da Matriz de Nossa Senhora do Ó, 139 - Freguesia do Ó, São Paulo - SP, 02925-040, Brazil",-23.5020922,-46.698786,Open ⋅ Closes 11 PM,"A family-run Italian cantina since 1954. An Italian-Brazilian restaurant founded by immigrants in 1954, serving pizza, pasta, meat & fish.",https://lh5.googleusercontent.com/p/AF1QipPMUYMd_4GNdDyGKGkj0S2IDI8S4AfYlxKaCzCq=w122-h92-k-no,1,1,1,1,1,1,1,11.5,14.75,100.0,100.0,0.0,7.0,40.0,0.0,manha,tarde,1,1,0,0,5.0
Frango Assado,ChIJr7XU0gz3zpQR4tEJvX46q00,4.4,,2,barbecue restaurant,Norte,"Av. Parada Pinto, 1497 - Vila Nova Cachoeirinha, São Paulo - SP, 02611-003, Brazil",-23.46947,-46.6559564,,,https://lh5.googleusercontent.com/p/AF1QipMiQlUet_dMr-itVu85XUzUGQK3xata5wQ1vHMa=w155-h92-k-no,1,1,1,1,1,1,1,,,100.0,100.0,0.0,0.0,0.0,0.0,,,1,1,0,0,
Marmitex Dona Cicera,ChIJ3_fYJkn3zpQR3od8Ngx_P5Q,5.0,5.0,5,brazilian restaurant,Norte,"R. Vinte e Dois de Agosto, 520 - Bela vista, São Paulo - SP, 02617-000, Brazil",-23.466427,-46.658465,Closed ⋅ Opens 7 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipPk9j0vaDmzuGxMyg7gBbs_hq4uJqmE3s1Jypab=w80-h106-k-no,0,1,1,1,1,1,1,7.0,14.5,100.0,66.7,0.0,83.0,36.0,0.0,manha,tarde,1,0,0,1,11.0
Pizzaria Dejoni,ChIJ-0RehGD3zpQRj3VnKaPjmrs,4.4,87.0,5,pizza restaurant,Norte,"Av. General Penha Brasil, 840 - Vila Nova Cachoeirinha, São Paulo - SP, 02673-000, Brazil",-23.4647227,-46.6675817,Open ⋅ Closes 12:30 AM,,https://lh5.googleusercontent.com/p/AF1QipMpNb6rVArCR6FkuZsyyAvcA4WqKH-x_iHcrxOR=w80-h106-k-no,1,0,1,1,1,1,1,18.0,24.5,75.0,100.0,0.0,0.0,13.0,93.0,tarde,noite,1,1,0,0,6.0
Click Burger Beer,ChIJd8ym98D3zpQRT7nNNtIkQ3Q,5.0,101.0,5,fast food restaurant,Norte,"R. Santa Lucrécia de Aguiar, 414 - Vila Dionisia, São Paulo - SP, 02671-130, Brazil",-23.464959,-46.66002,Open ⋅ Closes 12:30 AM,,https://lh5.googleusercontent.com/p/AF1QipPBFPBmashpKVpNjqJGv4mWQm6f6jT083En4Q7c=w138-h92-k-no,1,0,1,1,1,1,1,12.0,24.5,75.0,100.0,0.0,0.0,100.0,93.0,tarde,noite,1,1,1,0,11.0
Juka's Burguer,ChIJcxcZVJT3zpQRIYhi8KEJzxc,4.4,,5,fast food restaurant,Norte,"R. Jorn. Octávio Ribeiro - Pena Branca, 4 B - Vila Dionisia, São Paulo - SP, 02617-140, Brazil",-23.4645058,-46.6598907,Temporarily closed,,https://lh5.googleusercontent.com/p/AF1QipOtVYkNB8eKOsY4zEVyenzTyOBdZwFmdTFSIjS-=w80-h142-k-no,1,0,1,1,1,1,1,19.0,23.0,75.0,100.0,0.0,0.0,0.0,68.0,noite,noite,0,0,0,0,2.0
Top 13 burguer,ChIJZ39Ofzz3zpQRJVb1e3jklrY,4.4,,5,fast food restaurant,Norte,"R. Felisberto Freire, 55 - Vila Bela Vista (Zona Norte), São Paulo - SP, 02616-090, Brazil",-23.4650106,-46.654603,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m4wASj_t0tD12TKuKRuDIA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=112.411804&pitch=0&thumbfov=100,1,1,1,1,1,1,1,,,100.0,100.0,0.0,0.0,0.0,0.0,,,0,0,0,0,
Mario..jales..da..silva,ChIJvclouOT3zpQRkP2AUpZNmks,4.5,,5,restaurant,Norte,"R. Odassy Mazzali - Vila Bela Vista (Zona Norte), São Paulo - SP, 02617-100, Brazil",-23.4686832,-46.6606545,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kX94pizchyQzFnTlr94Lmg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=216.18071&pitch=0&thumbfov=100,1,1,1,1,1,1,1,,,100.0,100.0,0.0,0.0,0.0,0.0,,,0,0,0,0,
Churrasquinho Do SEU ZÉ,ChIJHybSkiv7zpQR4eUJDt-FUIc,4.6,9.0,5,barbecue restaurant,Oeste,"Rua Itatiba do Sul, 396 - Jardim Vista Alegre, São Paulo - SP, 02878-100, Brazil",-23.4515312,-46.6863056,Temporarily closed,,https://lh5.googleusercontent.com/p/AF1QipNxSXMfV0MYIXHEmgsdXNPxolyn1ooY3vPw5Qj9=w163-h92-k-no,0,0,1,1,1,1,1,17.0,21.0,75.0,66.7,0.0,0.0,28.0,34.0,tarde,noite,0,0,0,0,3.0
Dragon,ChIJvYN14Kv5zpQRySOP2d2QfOo,4.5,,5,restaurant,Oeste,"Rua Teresa Victória, 78 - Freguesia do Ó, São Paulo - SP, 02929-110, Brazil",-23.4917672,-46.7055511,Temporarily closed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_vHinN5ikMVam9Vx02fDsw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=355.18756&pitch=0&thumbfov=100,1,0,1,1,1,1,1,3.0,22.0,75.0,100.0,59.0,100.0,100.0,51.0,madrugada,noite,0,0,0,0,10.0
Milka's Burguer,ChIJyTOCEcf3zpQRAsfRI-3g1JM,4.4,,5,fast food restaurant,Norte,"R. Diogo de Ordonhes, 56 - Vila Bela Vista (Zona Norte), São Paulo - SP, 02617-110, Brazil",-23.4674003,-46.6603845,Temporarily closed,,https://lh5.googleusercontent.com/p/AF1QipOns5t0UuSA3r22OT5t7Gi7LYtTWvcDgsIaqdZL=w80-h142-k-no,1,0,1,1,1,1,1,18.5,23.0,75.0,100.0,0.0,0.0,6.0,68.0,tarde,noite,0,0,0,0,12.0
Sky Hall Terrace Bar,ChIJAZ_iqUVXzpQRwN9Z8oqQDrs,4.1,1497.0,2,restaurant,Oeste,"Av. Pres. Juscelino Kubitschek, 1327 - sobreloja - Vila Nova Conceição, São Paulo - SP, 04543-011, Brazil",-23.5911802,-46.6822709,Open ⋅ Closes 2 AM,"Loungey hangout for cocktails & nibbles. Cocktails & canapés, with happy hour deals, on a chill roof terrace with DJ sets & live music",https://lh5.googleusercontent.com/p/AF1QipM6k-Ybylkf9W49P8OJ4F8_Aq7GObXGA90klTDM=w138-h92-k-no,1,0,1,1,1,1,1,12.0,2.0,75.0,100.0,0.0,0.0,100.0,85.0,tarde,madrugada,1,1,0,0,1.0
Restaurante Friends Morumbi,ChIJSVLFACVRzpQR-gZEauByCvY,4.3,1917.0,1,buffet restaurant,Sul,"Pão de Açúcar - Morumbi, Marginal Pinheiros, 16741 - Jardim Panorama, São Paulo - SP, 05693-000, Brazil",-23.6263073,-46.7171945,Closed ⋅ Opens 11 AM Sun,,https://lh5.googleusercontent.com/p/AF1QipPvtsSbQBWzYIva23cjiDDLThBWrXBWmkKiCEjw=w92-h92-k-no,1,1,1,1,1,1,1,11.0,17.0,100.0,100.0,0.0,15.0,72.0,0.0,manha,tarde,1,1,0,0,10.0
Le Jardin,ChIJEY6xJH9ZzpQRO3UjvclV0Zc,4.2,129.0,5,restaurant,Centro,"R. Itapeva, 435 - Bela Vista, São Paulo - SP, 01332-000, Brazil",-23.5601081,-46.6526558,Open 24 hours,,https://lh5.googleusercontent.com/p/AF1QipNxjKldxY6zCScRRWwVF7htstEH7uYEv0OV7R37=w80-h106-k-no,1,1,1,1,1,1,1,,,100.0,100.0,0.0,0.0,0.0,0.0,,,1,0,0,0,
Modern Mamma Osteria,ChIJXXAo52dXzpQRdeK4IWo4W2s,4.6,3730.0,2,italian restaurant,Oeste,"R. Manuel Guedes, 160 - Itaim Bibi, São Paulo - SP, 04536-070, Brazil",-23.58188,-46.6798563,Open ⋅ Closes 11 PM,"Stylish Italian dishes in an airy space. Artfully plated pasta dishes & classic Italian desserts served in a bright, airy dining room.",https://lh5.googleusercontent.com/p/AF1QipNxhjCUWJmHz2pwgfLMGoJsKg2XY5TwU-l0AeFA=w138-h92-k-no,1,1,1,1,1,1,1,12.0,16.0,100.0,100.0,0.0,0.0,58.0,0.0,tarde,tarde,1,0,0,0,1.0
Restaurante Prêt no MAM,ChIJoc4b5_NZzpQREenOpTZxMek,4.1,1026.0,2,buffet restaurant,Sul,"Marquise do Ibirapuera, Complexo Viário Ayrton Senna, s/n - Vila Mariana, São Paulo - SP, 04094-000, Brazil",-23.5876951,-46.6555906,Closed ⋅ Opens 10 AM Sun,"Self-serve eatery within an art museum. Relaxed art gallery canteen with a light-filled ambiance offering a buffet of pasta, stews & salad.",https://lh5.googleusercontent.com/p/AF1QipPjKeC351ZJ-HW4Fre8SBdgoEykc6TlLiMPggp8=w122-h92-k-no,1,0,1,1,1,1,1,10.0,18.0,75.0,100.0,0.0,32.0,87.0,0.0,manha,tarde,1,0,0,0,5.0
Jamie's Italian São Paulo,ChIJ44uNs1xXzpQRyODe-qFAA3E,4.2,3958.0,2,italian restaurant,Oeste,"Av. Horácio Lafer, 61 - Itaim Bibi, São Paulo - SP, 04538-081, Brazil",-23.5869923,-46.6795347,Open ⋅ Closes 11:30 PM,"Rustic-styled Italian restaurant. Celebrity chef's relaxed Italian chain, with rustic menu and antipasti bar.",https://lh5.googleusercontent.com/p/AF1QipNOD84xZ0izoGyC8TUgvrw20UX6kdrne7_TuSnP=w152-h92-k-no,1,1,1,1,1,1,1,12.0,15.0,100.0,100.0,0.0,0.0,43.0,0.0,tarde,tarde,1,1,0,0,8.0
